date,day_of_week,route_id,hour,weather,is_holiday,traffic_level,capacity,current_buses,passenger_count
2025-09-03,Wednesday,5,20,Sunny,0,Medium,300,3,152
2025-06-22,Sunday,2,21,Cloudy,0,Low,450,6,175
2025-03-09,Sunday,5,18,Rainy,0,High,300,4,309
2025-02-28,Friday,4,5,Cloudy,0,Low,350,7,163
2025-03-16,Sunday,2,7,Cloudy,1,High,450,9,227
2025-04-02,Wednesday,3,14,Cloudy,0,Low,400,7,193
2025-08-11,Monday,5,6,Rainy,0,Medium,300,4,505
2025-03-21,Friday,3,16,Sunny,0,Medium,400,8,423
2025-10-17,Friday,4,19,Sunny,0,High,350,6,419
2025-10-30,Thursday,5,21,Rainy,1,Low,300,3,189
2025-12-23,Tuesday,2,7,Cloudy,0,High,450,6,407
2025-09-27,Saturday,4,9,Cloudy,0,High,350,4,264
2025-02-18,Tuesday,4,11,Rainy,0,Low,350,5,244
2025-11-01,Saturday,2,20,Rainy,0,Medium,450,5,230
2025-09-24,Wednesday,3,5,Cloudy,0,Low,400,8,240
2025-12-31,Wednesday,5,6,Rainy,0,Medium,300,6,383
2025-02-21,Friday,3,22,Cloudy,0,Low,400,8,203
2025-02-02,Sunday,2,20,Sunny,0,Medium,450,8,170
2025-01-26,Sunday,4,19,Rainy,0,High,350,6,573
2025-11-22,Saturday,4,13,Cloudy,0,Low,350,6,114
2025-02-12,Wednesday,5,18,Rainy,0,High,300,4,401
2025-10-16,Thursday,3,10,Sunny,0,Medium,400,5,201
2025-09-06,Saturday,3,18,Cloudy,0,High,400,6,373
2025-11-14,Friday,1,21,Rainy,0,Low,500,9,348
2025-12-15,Monday,3,15,Sunny,0,Low,400,7,206
2025-06-17,Tuesday,1,5,Rainy,0,Low,500,9,333
2025-10-03,Friday,1,20,Rainy,0,Medium,500,10,348
2025-12-02,Tuesday,1,16,Sunny,0,Medium,500,6,510
2025-03-16,Sunday,1,19,Cloudy,1,High,500,8,369
2025-04-12,Saturday,5,21,Rainy,0,Low,300,3,119
2025-04-17,Thursday,1,13,Cloudy,0,Low,500,9,326
2025-08-12,Tuesday,4,18,Sunny,0,High,350,6,397
2025-06-20,Friday,1,19,Rainy,0,High,500,8,567
2025-01-27,Monday,3,19,Cloudy,0,High,400,5,417
2025-11-27,Thursday,4,11,Cloudy,0,Low,350,6,196
2025-03-07,Friday,4,5,Cloudy,0,Low,350,4,191
2025-01-20,Monday,4,19,Rainy,0,High,350,5,445
2025-09-18,Thursday,3,15,Sunny,0,Low,400,6,225
2025-10-21,Tuesday,4,18,Cloudy,0,High,350,5,384
2025-01-18,Saturday,2,9,Cloudy,0,High,450,5,353
2025-02-12,Wednesday,5,8,Cloudy,0,High,300,6,301
2025-04-11,Friday,3,12,Cloudy,0,Low,400,8,247
2025-11-06,Thursday,5,17,Cloudy,0,High,300,4,344
2025-08-26,Tuesday,4,13,Sunny,0,Low,350,4,162
2025-07-13,Sunday,3,7,Sunny,0,High,400,7,295
2025-07-10,Thursday,5,5,Rainy,0,Low,300,3,184
2025-06-17,Tuesday,1,11,Rainy,1,Low,500,10,251
2025-06-27,Friday,3,11,Sunny,0,Low,400,7,209
2025-12-07,Sunday,4,13,Rainy,1,Low,350,7,20
2025-09-13,Saturday,3,13,Cloudy,0,Low,400,5,121
2025-03-04,Tuesday,3,7,Sunny,0,High,400,8,372
2025-07-20,Sunday,5,5,Sunny,0,Low,300,4,56
2025-11-23,Sunday,1,22,Sunny,0,Low,500,6,241
2025-07-26,Saturday,1,16,Rainy,0,Medium,500,9,495
2025-08-01,Friday,4,11,Cloudy,0,Low,350,4,198
2025-01-20,Monday,2,12,Cloudy,0,Low,450,5,379
2025-07-01,Tuesday,1,9,Sunny,0,High,500,8,465
2025-07-06,Sunday,4,7,Sunny,0,High,350,5,294
2025-11-01,Saturday,5,17,Cloudy,0,High,300,5,297
2025-03-07,Friday,5,14,Sunny,0,Low,300,3,130
2025-12-09,Tuesday,5,22,Sunny,0,Low,300,3,361
2025-12-05,Friday,4,6,Cloudy,0,Medium,350,6,338
2025-11-25,Tuesday,5,11,Cloudy,0,Low,300,3,178
2025-09-10,Wednesday,1,21,Rainy,0,Low,500,9,369
2025-03-07,Friday,3,12,Rainy,0,Low,400,6,253
2025-06-09,Monday,4,19,Rainy,0,High,350,7,456
2025-09-14,Sunday,5,20,Cloudy,0,Medium,300,3,81
2025-05-09,Friday,2,15,Rainy,1,Low,450,5,176
2025-03-03,Monday,5,12,Sunny,0,Low,300,3,150
2025-07-04,Friday,4,5,Rainy,0,Low,350,7,190
2025-08-01,Friday,3,5,Sunny,0,Low,400,8,229
2025-05-21,Wednesday,2,22,Rainy,0,Low,450,9,309
2025-08-26,Tuesday,2,9,Sunny,0,High,450,5,413
2025-06-24,Tuesday,3,5,Rainy,0,Low,400,7,243
2025-11-02,Sunday,2,5,Cloudy,0,Low,450,6,189
2025-12-09,Tuesday,5,11,Rainy,0,Low,300,5,166
2025-08-25,Monday,4,13,Rainy,0,Low,350,5,240
2025-03-31,Monday,5,9,Rainy,0,High,300,3,400
2025-07-05,Saturday,3,7,Cloudy,0,High,400,5,307
2025-08-26,Tuesday,5,20,Cloudy,0,Medium,300,6,130
2025-02-14,Friday,3,12,Cloudy,0,Low,400,8,328
2025-11-12,Wednesday,5,14,Rainy,0,Low,300,4,197
2025-03-01,Saturday,1,20,Rainy,0,Medium,500,9,244
2025-04-30,Wednesday,5,6,Sunny,0,Medium,300,6,308
2025-05-06,Tuesday,5,9,Sunny,0,High,300,5,345
2025-01-13,Monday,2,11,Cloudy,1,Low,450,5,368
2025-06-26,Thursday,3,21,Sunny,0,Low,400,7,199
2025-10-23,Thursday,3,8,Sunny,0,High,400,6,383
2025-02-19,Wednesday,4,8,Rainy,0,High,350,6,406
2025-01-18,Saturday,3,10,Sunny,0,Medium,400,7,139
2025-12-26,Friday,4,21,Rainy,0,Low,350,4,245
2025-03-10,Monday,1,7,Rainy,0,High,500,10,635
2025-11-30,Sunday,2,18,Sunny,0,High,450,8,384
2025-06-12,Thursday,5,15,Sunny,0,Low,300,5,165
2025-10-10,Friday,1,11,Rainy,0,Low,500,7,356
2025-08-23,Saturday,2,14,Sunny,0,Low,450,8,174
2025-05-21,Wednesday,1,12,Cloudy,0,Low,500,7,327
2025-08-09,Saturday,5,6,Sunny,0,Medium,300,5,260
2025-03-30,Sunday,5,21,Rainy,0,Low,300,5,94
2025-09-14,Sunday,3,11,Sunny,0,Low,400,7,143
2025-01-16,Thursday,2,20,Sunny,0,Medium,450,8,235
2025-07-27,Sunday,3,21,Sunny,0,Low,400,5,118
2025-04-05,Saturday,1,17,Cloudy,0,High,500,7,468
2025-04-29,Tuesday,5,19,Cloudy,0,High,300,3,378
2025-09-19,Friday,1,5,Rainy,0,Low,500,10,337
2025-04-08,Tuesday,4,11,Cloudy,0,Low,350,6,175
2025-10-15,Wednesday,1,19,Sunny,0,High,500,10,540
2025-04-13,Sunday,2,21,Rainy,1,Low,450,5,132
2025-08-21,Thursday,3,9,Sunny,0,High,400,7,410
2025-06-04,Wednesday,4,7,Sunny,0,High,350,6,345
2025-07-03,Thursday,5,20,Sunny,0,Medium,300,6,162
2025-09-10,Wednesday,1,11,Sunny,0,Low,500,9,300
2025-02-06,Thursday,4,14,Sunny,0,Low,350,6,209
2025-07-21,Monday,3,9,Rainy,0,High,400,7,598
2025-05-10,Saturday,1,16,Rainy,0,Medium,500,10,471
2025-08-24,Sunday,4,14,Sunny,0,Low,350,7,126
2025-05-02,Friday,3,17,Sunny,0,High,400,6,422
2025-12-31,Wednesday,4,16,Cloudy,0,Medium,350,5,524
2025-07-06,Sunday,4,15,Sunny,0,Low,350,5,109
2025-07-21,Monday,1,17,Rainy,0,High,500,9,577
2025-08-03,Sunday,5,11,Rainy,0,Low,300,3,112
2025-09-08,Monday,2,15,Rainy,0,Low,450,9,281
2025-07-01,Tuesday,3,20,Cloudy,0,Medium,400,6,242
2025-03-11,Tuesday,2,13,Cloudy,0,Low,450,5,272
2025-02-19,Wednesday,2,6,Cloudy,0,Medium,450,9,445
2025-11-05,Wednesday,3,10,Rainy,0,Medium,400,6,254
2025-04-25,Friday,1,5,Rainy,0,Low,500,7,324
2025-12-04,Thursday,2,8,Cloudy,0,High,450,9,616
2025-03-24,Monday,1,21,Rainy,0,Low,500,10,370
2025-04-02,Wednesday,4,13,Rainy,0,Low,350,7,226
2025-11-13,Thursday,5,19,Sunny,0,High,300,5,353
2025-07-10,Thursday,3,13,Sunny,0,Low,400,8,216
2025-11-07,Friday,3,16,Rainy,0,Medium,400,5,460
2025-07-07,Monday,2,20,Sunny,0,Medium,450,6,246
2025-10-03,Friday,2,11,Rainy,0,Low,450,6,294
2025-10-08,Wednesday,1,10,Sunny,0,Medium,500,9,325
2025-08-31,Sunday,2,18,Cloudy,0,High,450,8,411
2025-07-16,Wednesday,4,10,Sunny,1,Medium,350,4,58
2025-03-28,Friday,2,10,Sunny,0,Medium,450,9,273
2025-08-12,Tuesday,3,8,Sunny,0,High,400,5,392
2025-11-23,Sunday,3,9,Rainy,0,High,400,6,353
2025-08-25,Monday,3,18,Cloudy,0,High,400,8,422
2025-06-22,Sunday,5,13,Sunny,1,Low,300,3,20
2025-11-01,Saturday,1,22,Rainy,0,Low,500,8,278
2025-04-18,Friday,5,9,Cloudy,0,High,300,5,349
2025-08-17,Sunday,1,11,Cloudy,0,Low,500,8,240
2025-10-07,Tuesday,3,22,Sunny,1,Low,400,6,118
2025-05-24,Saturday,4,12,Sunny,0,Low,350,6,109
2025-07-06,Sunday,2,7,Sunny,0,High,450,7,323
2025-03-01,Saturday,2,5,Cloudy,1,Low,450,6,200
2025-09-30,Tuesday,3,22,Cloudy,0,Low,400,7,207
2025-02-22,Saturday,5,10,Sunny,0,Medium,300,3,97
2025-06-08,Sunday,2,5,Sunny,0,Low,450,8,157
2025-11-30,Sunday,3,21,Sunny,0,Low,400,8,138
2025-05-09,Friday,3,16,Rainy,0,Medium,400,7,462
2025-07-31,Thursday,1,13,Rainy,0,Low,500,6,315
2025-01-03,Friday,2,15,Sunny,0,Low,450,7,252
2025-10-19,Sunday,2,5,Cloudy,0,Low,450,6,194
2025-08-26,Tuesday,3,16,Sunny,0,Medium,400,7,415
2025-08-16,Saturday,1,10,Sunny,0,Medium,500,9,190
2025-02-01,Saturday,2,10,Rainy,0,Medium,450,7,188
2025-02-08,Saturday,3,11,Rainy,0,Low,400,6,162
2025-04-11,Friday,1,8,Rainy,0,High,500,9,522
2025-03-25,Tuesday,5,7,Cloudy,0,High,300,6,320
2025-08-28,Thursday,4,18,Rainy,0,High,350,7,435
2025-07-15,Tuesday,2,16,Rainy,0,Medium,450,6,524
2025-02-18,Tuesday,4,6,Cloudy,0,Medium,350,5,389
2025-10-09,Thursday,4,11,Sunny,0,Low,350,4,176
2025-04-16,Wednesday,5,22,Cloudy,0,Low,300,5,129
2025-12-02,Tuesday,3,5,Rainy,0,Low,400,7,277
2025-06-16,Monday,5,18,Rainy,0,High,300,5,405
2025-11-29,Saturday,5,18,Rainy,0,High,300,3,321
2025-08-04,Monday,1,8,Cloudy,0,High,500,7,484
2025-04-14,Monday,3,15,Rainy,0,Low,400,8,249
2025-01-30,Thursday,2,13,Cloudy,0,Low,450,5,243
2025-09-15,Monday,4,18,Rainy,0,High,350,5,414
2025-06-30,Monday,1,20,Cloudy,0,Medium,500,7,301
2025-11-24,Monday,1,9,Rainy,1,High,500,6,398
2025-03-20,Thursday,3,10,Sunny,0,Medium,400,6,200
2025-03-19,Wednesday,1,14,Sunny,0,Low,500,10,282
2025-10-21,Tuesday,5,12,Rainy,0,Low,300,3,217
2025-06-05,Thursday,3,5,Sunny,0,Low,400,6,210
2025-01-13,Monday,5,21,Rainy,0,Low,300,5,203
2025-04-05,Saturday,5,14,Rainy,0,Low,300,4,321
2025-01-06,Monday,5,22,Cloudy,0,Low,300,4,144
2025-04-11,Friday,3,18,Cloudy,0,High,400,6,420
2025-01-12,Sunday,5,22,Cloudy,0,Low,300,5,62
2025-11-27,Thursday,4,15,Cloudy,0,Low,350,4,184
2025-02-13,Thursday,2,6,Cloudy,0,Medium,450,7,441
2025-02-21,Friday,4,9,Rainy,0,High,350,5,378
2025-02-13,Thursday,5,11,Rainy,1,Low,300,4,79
2025-11-07,Friday,1,15,Rainy,0,Low,500,9,321
2025-01-19,Sunday,4,12,Cloudy,0,Low,350,5,128
2025-06-13,Friday,2,18,Rainy,0,High,450,7,504
2025-04-08,Tuesday,1,6,Rainy,0,Medium,500,7,506
2025-02-27,Thursday,5,19,Sunny,0,High,300,3,346
2025-10-26,Sunday,5,5,Cloudy,0,Low,300,3,87
2025-07-24,Thursday,3,10,Rainy,0,Medium,400,5,243
2025-10-10,Friday,3,15,Cloudy,0,Low,400,7,193
2025-01-06,Monday,3,5,Cloudy,0,Low,400,5,219
2025-08-06,Wednesday,1,15,Sunny,0,Low,500,10,281
2025-09-01,Monday,2,8,Cloudy,0,High,450,6,430
2025-03-29,Saturday,2,10,Rainy,0,Medium,450,8,234
2025-04-24,Thursday,2,6,Cloudy,0,Medium,450,5,440
2025-02-21,Friday,3,12,Rainy,0,Low,400,7,255
2025-07-18,Friday,2,15,Sunny,0,Low,450,6,228
2025-07-06,Sunday,2,17,Cloudy,0,High,450,8,390
2025-12-06,Saturday,4,20,Sunny,0,Medium,350,4,127
2025-03-29,Saturday,2,7,Cloudy,0,High,450,5,361
2025-02-18,Tuesday,2,17,Rainy,0,High,450,6,484
2025-02-03,Monday,5,13,Cloudy,0,Low,300,4,170
2025-03-13,Thursday,4,8,Rainy,0,High,350,4,427
2025-09-18,Thursday,4,18,Sunny,0,High,350,4,408
2025-06-20,Friday,1,19,Rainy,0,High,500,7,534
2025-08-13,Wednesday,1,22,Sunny,0,Low,500,6,301
2025-10-22,Wednesday,5,16,Sunny,0,Medium,300,6,385
2025-12-21,Sunday,1,14,Sunny,1,Low,500,8,104
2025-05-02,Friday,1,7,Sunny,0,High,500,7,490
2025-01-08,Wednesday,4,10,Cloudy,0,Medium,350,6,209
2025-09-14,Sunday,2,5,Cloudy,0,Low,450,7,370
2025-10-24,Friday,3,11,Rainy,0,Low,400,6,262
2025-04-12,Saturday,1,7,Rainy,0,High,500,10,410
2025-11-10,Monday,4,10,Sunny,0,Medium,350,5,175
2025-10-30,Thursday,3,13,Rainy,0,Low,400,8,268
2025-05-12,Monday,4,5,Sunny,0,Low,350,6,194
2025-12-07,Sunday,5,14,Rainy,0,Low,300,6,92
2025-12-30,Tuesday,1,16,Cloudy,0,Medium,500,6,497
2025-12-08,Monday,4,6,Rainy,0,Medium,350,7,415
2025-05-25,Sunday,4,10,Sunny,0,Medium,350,6,78
2025-10-26,Sunday,5,11,Sunny,0,Low,300,5,88
2025-10-26,Sunday,1,22,Cloudy,0,Low,500,8,210
2025-02-09,Sunday,3,14,Sunny,0,Low,400,8,159
2025-08-26,Tuesday,4,13,Rainy,0,Low,350,5,193
2025-09-17,Wednesday,4,15,Rainy,0,Low,350,6,199
2025-11-18,Tuesday,2,10,Cloudy,0,Medium,450,6,249
2025-12-26,Friday,3,17,Cloudy,0,High,400,5,428
2025-01-03,Friday,5,15,Cloudy,0,Low,300,3,164
2025-02-21,Friday,2,12,Rainy,0,Low,450,8,314
2025-10-18,Saturday,5,17,Cloudy,0,High,300,5,264
2025-12-09,Tuesday,5,11,Sunny,0,Low,300,4,157
2025-12-13,Saturday,4,22,Sunny,0,Low,350,4,87
2025-12-28,Sunday,1,11,Sunny,0,Low,500,9,229
2025-06-17,Tuesday,1,6,Sunny,0,Medium,500,8,496
2025-06-27,Friday,5,14,Rainy,0,Low,300,3,175
2025-09-04,Thursday,2,14,Sunny,0,Low,450,5,240
2025-11-22,Saturday,2,7,Sunny,0,High,450,7,338
2025-05-29,Thursday,3,5,Sunny,0,Low,400,6,239
2025-07-15,Tuesday,2,16,Cloudy,0,Medium,450,7,463
2025-01-02,Thursday,2,20,Cloudy,0,Medium,450,9,266
2025-07-22,Tuesday,5,5,Rainy,0,Low,300,4,216
2025-11-07,Friday,2,10,Cloudy,0,Medium,450,6,259
2025-01-07,Tuesday,1,10,Sunny,0,Medium,500,6,287
2025-04-23,Wednesday,4,9,Rainy,0,High,350,7,542
2025-11-04,Tuesday,4,13,Rainy,1,Low,350,7,131
2025-09-11,Thursday,5,7,Sunny,0,High,300,3,336
2025-02-04,Tuesday,4,7,Cloudy,0,High,350,6,386
2025-12-06,Saturday,4,20,Rainy,1,Medium,350,4,65
2025-09-07,Sunday,2,10,Cloudy,0,Medium,450,9,151
2025-01-10,Friday,2,18,Rainy,0,High,450,5,540
2025-06-30,Monday,1,5,Rainy,0,Low,500,6,355
2025-10-08,Wednesday,4,20,Rainy,0,Medium,350,4,203
2025-07-25,Friday,5,6,Sunny,0,Medium,300,6,306
2025-12-25,Thursday,3,22,Rainy,0,Low,400,8,274
2025-11-13,Thursday,1,19,Sunny,0,High,500,7,762
2025-07-13,Sunday,1,12,Rainy,0,Low,500,6,267
2025-09-22,Monday,1,13,Sunny,0,Low,500,9,283
2025-07-01,Tuesday,2,7,Cloudy,0,High,450,6,456
2025-03-11,Tuesday,2,15,Rainy,0,Low,450,5,318
2025-02-11,Tuesday,3,18,Cloudy,0,High,400,7,416
2025-03-23,Sunday,3,16,Rainy,0,Medium,400,7,384
2025-03-25,Tuesday,3,20,Sunny,1,Medium,400,6,343
2025-06-16,Monday,4,21,Rainy,0,Low,350,4,226
2025-02-24,Monday,3,5,Cloudy,0,Low,400,7,215
2025-02-09,Sunday,1,12,Sunny,0,Low,500,9,231
2025-05-16,Friday,3,18,Cloudy,0,High,400,5,439
2025-04-28,Monday,1,22,Cloudy,0,Low,500,9,314
2025-08-12,Tuesday,3,10,Rainy,0,Medium,400,7,242
2025-09-13,Saturday,3,17,Sunny,0,High,400,6,349
2025-09-08,Monday,1,10,Sunny,0,Medium,500,6,297
2025-12-02,Tuesday,4,20,Cloudy,0,Medium,350,5,178
2025-11-11,Tuesday,1,8,Sunny,0,High,500,7,477
2025-06-23,Monday,5,9,Sunny,0,High,300,5,327
2025-06-05,Thursday,2,7,Cloudy,0,High,450,7,411
2025-04-05,Saturday,5,11,Cloudy,0,Low,300,6,56
2025-10-02,Thursday,1,13,Cloudy,0,Low,500,6,307
2025-12-30,Tuesday,3,16,Sunny,1,Medium,400,7,369
2025-05-11,Sunday,1,5,Rainy,0,Low,500,6,287
2025-08-07,Thursday,3,12,Rainy,0,Low,400,7,279
2025-04-28,Monday,4,7,Cloudy,0,High,350,6,380
2025-12-29,Monday,2,15,Rainy,0,Low,450,5,296
2025-06-16,Monday,2,15,Sunny,0,Low,450,8,221
2025-11-11,Tuesday,5,8,Rainy,0,High,300,3,394
2025-08-21,Thursday,4,8,Cloudy,0,High,350,7,365
2025-12-08,Monday,2,20,Cloudy,0,Medium,450,5,277
2025-03-11,Tuesday,4,13,Cloudy,0,Low,350,4,150
2025-07-22,Tuesday,5,6,Cloudy,0,Medium,300,4,317
2025-11-06,Thursday,3,19,Rainy,0,High,400,6,493
2025-09-30,Tuesday,4,15,Cloudy,0,Low,350,7,200
2025-11-18,Tuesday,4,14,Sunny,0,Low,350,7,189
2025-07-25,Friday,1,19,Sunny,0,High,500,7,514
2025-05-01,Thursday,3,18,Rainy,0,High,400,8,476
2025-08-31,Sunday,1,6,Cloudy,0,Medium,500,6,418
2025-01-17,Friday,1,13,Cloudy,0,Low,500,8,316
2025-07-15,Tuesday,4,13,Sunny,0,Low,350,5,197
2025-06-27,Friday,4,12,Sunny,0,Low,350,5,159
2025-11-13,Thursday,3,8,Rainy,0,High,400,7,433
2025-01-07,Tuesday,4,13,Sunny,0,Low,350,6,186
2025-11-26,Wednesday,1,14,Cloudy,1,Low,500,6,219
2025-03-09,Sunday,3,16,Rainy,0,Medium,400,7,405
2025-09-24,Wednesday,1,16,Rainy,0,Medium,500,9,560
2025-08-11,Monday,4,7,Cloudy,0,High,350,4,370
2025-09-09,Tuesday,5,15,Sunny,0,Low,300,3,152
2025-04-05,Saturday,2,9,Rainy,0,High,450,6,382
2025-08-24,Sunday,5,13,Sunny,0,Low,300,6,54
2025-03-10,Monday,5,20,Rainy,0,Medium,300,4,218
2025-12-31,Wednesday,3,17,Cloudy,0,High,400,5,424
2025-09-23,Tuesday,5,21,Rainy,0,Low,300,5,214
2025-01-08,Wednesday,1,9,Cloudy,0,High,500,10,491
2025-08-24,Sunday,5,15,Rainy,0,Low,300,3,84
2025-03-30,Sunday,4,7,Sunny,0,High,350,4,283
2025-08-07,Thursday,5,17,Rainy,0,High,300,4,434
2025-07-17,Thursday,5,7,Sunny,0,High,300,5,332
2025-11-27,Thursday,5,7,Sunny,0,High,300,6,302
2025-08-01,Friday,3,11,Sunny,0,Low,400,8,199
2025-11-27,Thursday,4,21,Cloudy,0,Low,350,6,159
2025-07-03,Thursday,5,7,Sunny,0,High,300,6,353
2025-05-25,Sunday,2,14,Cloudy,0,Low,450,9,147
2025-07-14,Monday,5,13,Rainy,0,Low,300,3,202
2025-05-27,Tuesday,2,13,Rainy,0,Low,450,8,276
2025-04-28,Monday,2,10,Sunny,0,Medium,450,6,271
2025-07-31,Thursday,1,11,Cloudy,0,Low,500,6,284
2025-03-20,Thursday,1,10,Rainy,0,Medium,500,10,570
2025-08-12,Tuesday,2,9,Rainy,0,High,450,8,472
2025-12-24,Wednesday,2,12,Cloudy,0,Low,450,9,448
2025-06-19,Thursday,5,7,Rainy,0,High,300,4,398
2025-02-09,Sunday,4,17,Sunny,0,High,350,5,305
2025-08-26,Tuesday,3,21,Cloudy,0,Low,400,6,228
2025-11-16,Sunday,3,15,Cloudy,0,Low,400,8,123
2025-11-13,Thursday,1,18,Cloudy,0,High,500,7,495
2025-05-15,Thursday,5,15,Cloudy,0,Low,300,4,162
2025-01-28,Tuesday,1,10,Sunny,0,Medium,500,7,288
2025-06-14,Saturday,4,13,Cloudy,0,Low,350,5,92
2025-04-04,Friday,3,6,Sunny,0,Medium,400,5,403
2025-02-08,Saturday,5,6,Sunny,0,Medium,300,4,253
2025-03-18,Tuesday,1,21,Cloudy,0,Low,500,8,329
2025-02-13,Thursday,5,17,Rainy,0,High,300,3,439
2025-11-14,Friday,5,10,Sunny,0,Medium,300,3,180
2025-11-08,Saturday,3,12,Rainy,0,Low,400,8,195
2025-06-07,Saturday,3,18,Rainy,0,High,400,6,411
2025-09-14,Sunday,3,14,Cloudy,0,Low,400,5,158
2025-07-22,Tuesday,2,20,Rainy,0,Medium,450,9,294
2025-09-01,Monday,3,5,Sunny,0,Low,400,7,212
2025-01-02,Thursday,3,12,Sunny,0,Low,400,5,206
2025-05-16,Friday,5,7,Cloudy,0,High,300,6,331
2025-08-25,Monday,5,12,Rainy,0,Low,300,4,189
2025-11-12,Wednesday,4,21,Sunny,0,Low,350,5,165
2025-01-14,Tuesday,3,21,Rainy,0,Low,400,6,237
2025-01-26,Sunday,1,7,Rainy,0,High,500,6,428
2025-03-06,Thursday,2,15,Rainy,0,Low,450,5,286
2025-04-15,Tuesday,3,19,Rainy,0,High,400,8,510
2025-08-29,Friday,2,8,Rainy,0,High,450,7,487
2025-11-27,Thursday,3,12,Cloudy,0,Low,400,7,220
2025-11-16,Sunday,1,9,Rainy,0,High,500,8,427
2025-07-28,Monday,1,6,Sunny,1,Medium,500,7,396
2025-07-25,Friday,3,8,Rainy,0,High,400,5,458
2025-06-05,Thursday,3,22,Rainy,0,Low,400,7,235
2025-11-08,Saturday,1,19,Rainy,0,High,500,7,468
2025-04-10,Thursday,3,18,Sunny,0,High,400,5,437
2025-06-07,Saturday,5,12,Rainy,1,Low,300,6,20
2025-04-13,Sunday,2,8,Cloudy,0,High,450,5,371
2025-05-24,Saturday,2,22,Rainy,0,Low,450,8,221
2025-01-01,Wednesday,2,14,Rainy,0,Low,450,9,302
2025-10-06,Monday,3,5,Cloudy,0,Low,400,8,196
2025-10-28,Tuesday,1,17,Rainy,0,High,500,7,566
2025-06-05,Thursday,2,7,Cloudy,0,High,450,6,423
2025-02-25,Tuesday,4,10,Cloudy,0,Medium,350,7,204
2025-01-09,Thursday,4,10,Sunny,0,Medium,350,5,152
2025-10-13,Monday,2,17,Rainy,0,High,450,7,504
2025-05-23,Friday,4,21,Sunny,0,Low,350,7,158
2025-01-02,Thursday,1,11,Rainy,0,Low,500,9,332
2025-01-13,Monday,3,14,Sunny,0,Low,400,7,240
2025-02-23,Sunday,4,9,Cloudy,0,High,350,4,260
2025-09-12,Friday,5,21,Rainy,0,Low,300,6,182
2025-09-12,Friday,5,5,Rainy,0,Low,300,5,213
2025-10-29,Wednesday,5,12,Cloudy,0,Low,300,3,164
2025-01-11,Saturday,1,14,Rainy,0,Low,500,6,232
2025-08-08,Friday,3,6,Sunny,0,Medium,400,8,417
2025-06-16,Monday,5,21,Rainy,0,Low,300,3,180
2025-05-31,Saturday,3,10,Rainy,0,Medium,400,6,156
2025-10-11,Saturday,5,12,Sunny,0,Low,300,4,49
2025-02-10,Monday,2,15,Sunny,0,Low,450,6,276
2025-04-10,Thursday,2,11,Cloudy,0,Low,450,8,232
2025-01-11,Saturday,2,13,Cloudy,0,Low,450,5,150
2025-02-11,Tuesday,3,18,Cloudy,0,High,400,5,432
2025-08-27,Wednesday,1,20,Rainy,0,Medium,500,6,348
2025-01-16,Thursday,4,22,Sunny,0,Low,350,7,163
2025-03-21,Friday,3,21,Cloudy,0,Low,400,8,221
2025-12-13,Saturday,1,10,Rainy,0,Medium,500,8,273
2025-10-16,Thursday,2,18,Cloudy,0,High,450,7,492
2025-11-21,Friday,1,5,Sunny,0,Low,500,8,319
2025-09-17,Wednesday,5,15,Rainy,0,Low,300,4,170
2025-06-09,Monday,2,14,Rainy,0,Low,450,6,284
2025-03-17,Monday,3,18,Sunny,0,High,400,8,464
2025-02-07,Friday,5,11,Sunny,0,Low,300,6,163
2025-05-30,Friday,2,6,Sunny,0,Medium,450,8,446
2025-01-04,Saturday,2,16,Rainy,0,Medium,450,6,447
2025-01-30,Thursday,4,16,Rainy,0,Medium,350,7,427
2025-04-20,Sunday,2,9,Rainy,0,High,450,6,412
2025-04-22,Tuesday,4,11,Sunny,0,Low,350,6,168
2025-09-06,Saturday,1,19,Sunny,0,High,500,9,429
2025-12-22,Monday,5,19,Sunny,0,High,300,6,384
2025-05-15,Thursday,5,10,Cloudy,0,Medium,300,6,158
2025-09-18,Thursday,5,17,Rainy,0,High,300,4,431
2025-12-21,Sunday,4,21,Sunny,0,Low,350,6,129
2025-01-30,Thursday,5,11,Cloudy,0,Low,300,4,140
2025-04-27,Sunday,1,18,Sunny,0,High,500,6,439
2025-08-18,Monday,5,11,Sunny,0,Low,300,4,153
2025-05-27,Tuesday,3,21,Rainy,0,Low,400,8,231
2025-10-27,Monday,4,10,Cloudy,0,Medium,350,5,190
2025-01-21,Tuesday,3,10,Rainy,0,Medium,400,5,266
2025-08-09,Saturday,1,17,Rainy,0,High,500,6,473
2025-07-28,Monday,4,10,Cloudy,0,Medium,350,5,189
2025-05-23,Friday,1,6,Sunny,0,Medium,500,7,479
2025-08-18,Monday,1,8,Rainy,0,High,500,6,526
2025-09-18,Thursday,3,22,Sunny,0,Low,400,6,246
2025-08-31,Sunday,5,21,Sunny,0,Low,300,6,89
2025-05-06,Tuesday,3,16,Cloudy,0,Medium,400,5,429
2025-08-11,Monday,1,12,Sunny,0,Low,500,7,300
2025-04-13,Sunday,4,15,Rainy,0,Low,350,7,126
2025-11-05,Wednesday,5,6,Cloudy,0,Medium,300,5,303
2025-04-24,Thursday,2,5,Cloudy,0,Low,450,7,244
2025-04-25,Friday,4,13,Sunny,1,Low,350,6,82
2025-12-04,Thursday,5,18,Sunny,0,High,300,6,376
